DATE,Ap_w_NA,Amer_rel_Sunspot,Ap_3,SS_3,Ap_7,SS_7,Ap_21,SS_21,Ap_91,SS_91,Ap_343,SS_343
1960-01-13,10,124,28.333333333333332,139,15.571428571428571,162,16.761904761904763,143.9047619047619,18.593406593406595,129.57142857142858,21.755102040816325,140.82215743440233
1960-01-14,42,121,17.333333333333332,127.66666666666667,15.714285714285714,152.42857142857142,15.904761904761905,144.57142857142858,18.560439560439562,129.96703296703296,21.67930029154519,140.731778425656
1960-01-15,30,118,22.333333333333332,124,20.857142857142858,141.71428571428572,17.19047619047619,144.57142857142858,18.857142857142858,130.1098901098901,21.73177842565598,140.7667638483965
1960-01-16,6,121,27.333333333333332,121,24.428571428571427,132.57142857142858,18.238095238095237,143.38095238095238,19.142857142857142,130.0989010989011,21.7667638483965,140.81049562682216
1960-01-17,14,120,26,120,24.714285714285715,128.71428571428572,17.285714285714285,142.76190476190476,19.021978021978022,130.04395604395606,21.752186588921283,140.9795918367347
1960-01-18,23,94,16.666666666666668,119.66666666666667,20.571428571428573,123.28571428571429,16.142857142857142,141.33333333333334,18.78021978021978,130.17582417582418,21.75801749271137,141.13702623906707
1960-01-19,8,87,14.333333333333334,111.66666666666667,20,117.85714285714286,15.333333333333334,138.52380952380952,18.86813186813187,130,21.75801749271137,141.16909620991254
1960-01-20,17,94,15,100.33333333333333,19,112.14285714285714,14.857142857142858,136.95238095238096,18.86813186813187,129.8021978021978,21.76384839650146,141.14285714285714
1960-01-21,50,105,16,91.66666666666667,20,107.85714285714286,15,136.04761904761904,18.98901098901099,129.76923076923077,21.708454810495628,141.08454810495627
1960-01-22,20,135,25,95.33333333333333,21.142857142857142,105.57142857142857,17.047619047619047,134.8095238095238,19.32967032967033,129.4835164835165,21.784256559766764,141.16326530612244
1960-01-23,18,111,29,111.33333333333333,19.714285714285715,108,17.80952380952381,135.85714285714286,19.45054945054945,129.16483516483515,21.78134110787172,141.2594752186589
1960-01-24,18,153,29.333333333333332,117,21.428571428571427,106.57142857142857,18.428571428571427,135.8095238095238,19.582417582417584,128.58241758241758,21.746355685131196,141.35860058309038
1960-01-25,10,171,18.666666666666668,133,22,111.28571428571429,19,136.71428571428572,19.53846153846154,128.6153846153846,21.690962099125365,141.45481049562682
1960-01-26,7,164,15.333333333333334,145,20.142857142857142,122.28571428571429,19,137.38095238095238,19.36263736263736,129.1098901098901,21.542274052478135,141.65014577259475
1960-01-27,9,195,11.666666666666666,162.66666666666666,20,133.28571428571428,18.19047619047619,135.8095238095238,19.318681318681318,129.17582417582418,21.49271137026239,141.63556851311952
1960-01-28,6,184,8.666666666666666,176.66666666666666,18.857142857142858,147.71428571428572,18.19047619047619,136,19.373626373626372,130.07692307692307,21.50728862973761,141.86880466472303
1960-01-29,12,199,7.333333333333333,181,12.571428571428571,159,18.19047619047619,135.42857142857142,19.373626373626372,130.62637362637363,21.489795918367346,142.07871720116617
1960-01-30,2,194,9,192.66666666666666,11.428571428571429,168.14285714285714,18.523809523809526,136.23809523809524,19.197802197802197,131.42857142857142,21.513119533527696,142.33527696793004
1960-01-31,3,193,6.666666666666667,192.33333333333334,9.142857142857142,180,18.428571428571427,138.42857142857142,18.802197802197803,131.9010989010989,21.50145772594752,142.50728862973762
1960-02-01,8,186,5.666666666666667,195.33333333333334,7,185.71428571428572,16.523809523809526,140.0952380952381,18.36263736263736,132.7912087912088,21.46064139941691,142.65597667638485
1960-02-02,15,184,4.333333333333333,191,6.714285714285714,187.85714285714286,15.619047619047619,142.66666666666666,17.692307692307693,133.85714285714286,21.440233236151602,142.69679300291546
1960-02-03,19,187,8.666666666666666,187.66666666666666,7.857142857142857,190.71428571428572,15.619047619047619,145.38095238095238,17.32967032967033,134.74725274725276,21.472303206997086,142.7930029154519
1960-02-04,18,164,14,185.66666666666666,9.285714285714286,189.57142857142858,16.047619047619047,148.38095238095238,17.142857142857142,135.7912087912088,21.3265306122449,142.92419825072886
1960-02-05,19,171,17.333333333333332,178.33333333333334,11,186.71428571428572,14.904761904761905,150.42857142857142,17.032967032967033,136.67032967032966,21.239067055393587,142.9008746355685
1960-02-06,19,150,18.666666666666668,174,12,182.71428571428572,14.380952380952381,152.95238095238096,16.98901098901099,137.32967032967034,21.206997084548107,142.95626822157433
1960-02-07,5,128,18.666666666666668,161.66666666666666,14.428571428571429,176.42857142857142,15,154.33333333333334,17.076923076923077,137.64835164835165,21.134110787172013,143.01749271137027
1960-02-08,10,118,14.333333333333334,149.66666666666666,14.714285714285714,167.14285714285714,14.571428571428571,154.71428571428572,16.98901098901099,137.47252747252747,21.026239067055393,142.9737609329446
1960-02-09,6,161,11.333333333333334,132,15,157.42857142857142,13.952380952380953,155.85714285714286,17,137.24175824175825,20.965014577259474,143.00874635568513
1960-02-10,6,157,7,135.66666666666666,13.714285714285714,154.14285714285714,13.857142857142858,159.38095238095238,16.956043956043956,137.46153846153845,20.91545189504373,143.0612244897959
1960-02-11,8,142,7.333333333333333,145.33333333333334,11.857142857142858,149.85714285714286,13.333333333333334,162.38095238095238,16.967032967032967,137.6043956043956,20.892128279883384,143.08163265306123
1960-02-12,6,113,6.666666666666667,153.33333333333334,10.428571428571429,146.71428571428572,11.333333333333334,164.14285714285714,16.978021978021978,137.56043956043956,20.88046647230321,143.19241982507288
1960-02-13,11,103,6.666666666666667,137.33333333333334,8.571428571428571,138.42857142857142,10.666666666666666,163.0952380952381,16.912087912087912,137.0879120879121,20.88046647230321,143.17201166180757
1960-02-14,29,104,8.333333333333334,119.33333333333333,7.428571428571429,131.71428571428572,10.333333333333334,162.71428571428572,16.725274725274726,136.41758241758242,20.895043731778426,143.10204081632654
1960-02-15,9,63,15.333333333333334,106.66666666666667,10.857142857142858,128.28571428571428,10.857142857142858,160.38095238095238,16.98901098901099,135.9120879120879,20.94752186588921,142.99125364431487
1960-02-16,27,66,16.333333333333332,90,10.714285714285714,120.42857142857143,10.80952380952381,155.23809523809524,17,135.1868131868132,20.962099125364432,142.73760932944606
1960-02-17,23,47,21.666666666666668,77.66666666666667,13.714285714285714,106.85714285714286,11.761904761904763,150.57142857142858,17.164835164835164,135.03296703296704,21.034985422740526,142.53935860058309
1960-02-18,28,49,19.666666666666668,58.666666666666664,16.142857142857142,91.14285714285714,12.428571428571429,143.52380952380952,17.263736263736263,134.8131868131868,21.090379008746357,142.34402332361515
1960-02-19,21,40,26,54,19,77.85714285714286,13.476190476190476,137.0952380952381,17.45054945054945,134.78021978021977,21.11953352769679,142.07871720116617
1960-02-20,19,39,24,45.333333333333336,21.142857142857142,67.42857142857143,13.904761904761905,129.52380952380952,17.63736263736264,134.43956043956044,21.145772594752188,141.73469387755102
1960-02-21,22,64,22.666666666666668,42.666666666666664,22.285714285714285,58.285714285714285,14.714285714285714,122.14285714285714,17.67032967032967,134.17582417582418,21.17784256559767,141.41107871720118
1960-02-22,10,59,20.666666666666668,47.666666666666664,21.285714285714285,52.57142857142857,15.619047619047619,116,17.725274725274726,133.9120879120879,21.224489795918366,141.08454810495627
1960-02-23,10,57,17,54,21.428571428571427,52,15.714285714285714,109.95238095238095,17.395604395604394,133.3846153846154,21.24198250728863,140.7463556851312
1960-02-24,4,61,14,60,19,50.714285714285715,15.476190476190476,103.9047619047619,17.417582417582416,132.63736263736263,21.253644314868804,140.39650145772595
1960-02-25,4,52,8,59,16.285714285714285,52.714285714285715,14.761904761904763,97.9047619047619,17.35164835164835,131.5934065934066,21.244897959183675,140.00874635568513
1960-02-26,6,115,6,56.666666666666664,12.857142857142858,53.142857142857146,14.095238095238095,92.57142857142857,17.252747252747252,130.54945054945054,21.239067055393587,139.66180758017492
1960-02-27,22,87,4.666666666666667,76,10.714285714285714,63.857142857142854,13.476190476190476,89.9047619047619,17.153846153846153,130.06593406593407,21.24198250728863,139.42857142857142
1960-02-28,6,64,10.666666666666666,84.66666666666667,11.142857142857142,70.71428571428571,13.619047619047619,86.9047619047619,16.494505494505493,129.13186813186815,21.28862973760933,139.15160349854227
1960-02-29,16,64,11.333333333333334,88.66666666666667,8.857142857142858,70.71428571428571,13.666666666666666,83.85714285714286,16.395604395604394,128,21.291545189504372,138.84256559766763
1960-03-01,19,66,14.666666666666666,71.66666666666667,9.714285714285714,71.42857142857143,13.952380952380953,81.28571428571429,16.0989010989011,126.93406593406593,21.306122448979593,138.60932944606415
1960-03-02,23,63,13.666666666666666,64.66666666666667,11,72.71428571428571,14.571428571428571,76.76190476190476,16,125.85714285714286,21.338192419825074,138.3935860058309
1960-03-03,21,57,19.333333333333332,64.33333333333333,13.714285714285714,73,15.380952380952381,72.28571428571429,15.923076923076923,124.43956043956044,21.314868804664723,138.11661807580174
1960-03-04,16,81,21,62,16.142857142857142,73.71428571428571,16,68.23809523809524,15.604395604395604,122.93406593406593,21.1399416909621,137.80466472303206
1960-03-05,14,87,20,67,17.571428571428573,68.85714285714286,16.476190476190474,66.71428571428571,15.648351648351648,121.91208791208791,20.667638483965014,137.54810495626822
1960-03-06,13,83,17,75,16.428571428571427,68.85714285714286,16.61904761904762,65.95238095238095,15.054945054945055,121.16483516483517,20.454810495626823,137.29154518950438
1960-03-07,4,103,14.333333333333334,83.66666666666667,17.428571428571427,71.57142857142857,15.857142857142858,64.95238095238095,15.021978021978022,120.4065934065934,20.279883381924197,136.85422740524783
1960-03-08,13,119,10.333333333333334,91,15.714285714285714,77.14285714285714,15.619047619047619,66.85714285714286,15,120.0989010989011,20.2332361516035,136.55102040816325
1960-03-09,11,107,10,101.66666666666667,14.857142857142858,84.71428571428571,14.952380952380953,69.38095238095238,15.065934065934066,119.89010989010988,20.215743440233236,136.32944606413994
1960-03-10,22,92,9.333333333333334,109.66666666666667,13.142857142857142,91,14.380952380952381,72.23809523809524,15.098901098901099,120,20.215743440233236,136.05830903790087
1960-03-11,34,94,15.333333333333334,106,13.285714285714286,96,14.095238095238095,74.28571428571429,15.274725274725276,120.17582417582418,20.262390670553938,135.81049562682216
1960-03-12,8,65,22.333333333333332,97.66666666666667,15.857142857142858,97.85714285714286,14.714285714285714,76.85714285714286,15.582417582417582,120.41758241758242,20.3265306122449,135.66763848396502
1960-03-13,5,67,21.333333333333332,83.66666666666667,15,94.71428571428571,14.19047619047619,78.0952380952381,15.494505494505495,120.31868131868131,20.32944606413994,135.53644314868805
1960-03-14,8,66,15.666666666666666,75.33333333333333,13.857142857142858,92.42857142857143,13.380952380952381,78.23809523809524,15.351648351648352,120.18681318681318,20.3265306122449,135.4198250728863
1960-03-15,21,82,7,66,14.428571428571429,87.14285714285714,13.285714285714286,78.57142857142857,15,120.01098901098901,20.332361516034986,135.30903790087464
1960-03-16,52,88,11.333333333333334,71.66666666666667,15.571428571428571,81.85714285714286,13.80952380952381,79.76190476190476,14.945054945054945,119.5934065934066,20.370262390670554,135.23615160349854
1960-03-17,21,92,27,78.66666666666667,21.428571428571427,79.14285714285714,16.095238095238095,81.04761904761905,15.32967032967033,119.37362637362638,20.457725947521865,135.0874635568513
1960-03-18,12,94,31.333333333333332,87.33333333333333,21.285714285714285,79.14285714285714,16.904761904761905,82.95238095238095,15.472527472527473,119.23076923076923,20.39067055393586,134.8804664723032
1960-03-19,10,93,28.333333333333332,91.33333333333333,18.142857142857142,79.14285714285714,17.19047619047619,81.95238095238095,15.494505494505495,118.82417582417582,20.1399416909621,134.59766763848395
1960-03-20,4,103,14.333333333333334,93,18.428571428571427,83.14285714285714,16.61904761904762,82.23809523809524,15.45054945054945,118.05494505494505,20.102040816326532,134.3002915451895
1960-03-21,7,100,8.666666666666666,96.66666666666667,18.285714285714285,88.28571428571429,16.523809523809526,84.0952380952381,15.428571428571429,117.27472527472527,20.08454810495627,134.04956268221574
1960-03-22,5,133,7,98.66666666666667,18.142857142857142,93.14285714285714,16.095238095238095,85.80952380952381,15.461538461538462,116.68131868131869,20.07871720116618,133.82798833819243
1960-03-23,5,121,5.333333333333333,112,15.857142857142858,100.42857142857143,15.428571428571429,89,15.45054945054945,116.86813186813187,20.06122448979592,133.7259475218659
1960-03-24,16,119,5.666666666666667,118,9.142857142857142,105.14285714285714,14.571428571428571,91.76190476190476,15.197802197802197,116.98901098901099,20.0466472303207,133.60349854227405
1960-03-25,6,128,8.666666666666666,124.33333333333333,8.428571428571429,109,14.333333333333334,94.71428571428571,15.208791208791208,116.96703296703296,20.075801749271136,133.5597667638484
1960-03-26,7,53,9,122.66666666666667,7.571428571428571,113.85714285714286,13.857142857142858,96.95238095238095,15.186813186813186,116.8021978021978,20.072886297376094,133.5597667638484
1960-03-27,6,88,9.666666666666666,100,7.142857142857143,108.14285714285714,13.523809523809524,95.33333333333333,14.978021978021978,115.91208791208791,20.07871720116618,133.37026239067055
1960-03-28,17,118,6.333333333333333,89.66666666666667,7.428571428571429,106,13.19047619047619,95.57142857142857,14.626373626373626,115.23076923076923,20.08454810495627,133.28279883381924
1960-03-29,18,115,10,86.33333333333333,8.857142857142858,108.57142857142857,13.80952380952381,96.28571428571429,14.373626373626374,114.84615384615384,20.11953352769679,133.2332361516035
